caller_id,question,parentintent,childintent,answer
9224912,Are there any special deals or discounts available?,Account Management,Online Account Access,"Yes, you can check our website for discounts and contact the portable connectivity program for a discount."
9224912,Is Bright Speed associated with Spectrum?,Account Management,Online Account Access,"No, Bright Speed is not associated with Spectrum."
9224912,Can you give me a different price for my internet service?,Account Management,Online Account Access,"The price for your internet service is $50/month, plus $15/month for the modem. We do not have the authority to change the price."
9224912,How do I lower my bill?,Account Management,Online Account Access,You can visit our website and check for discounts.
9224912,What is the company name that I am currently doing business with?,Account Management,Online Account Access,The company name is Bright Speed.
9224912,How do I log into my account and view my monthly bill?,Account Management,Online Account Access,I can help you with that. Please provide your service address.
9224912,How do I get the $50/month internet service?,Account Management,Online Account Access,"Your internet service is $50/month, but there is an additional $15/month charge for the modem. So your total bill is $65/month."
9224912,What is fiber internet and how does it relate to this conversation?,Account Management,Online Account Access,"Fiber internet is a high-speed internet service. It is not currently available in your area, but we can notify you if it becomes available."
9228437,Can you confirm the amount of $87?,Payments,Verify Payment,The remaining balance is $87.92.
9228437,Do you have any smart phones or computers at home?,Payments,Verify Payment,"No, I don't have any smart phones or computers at home."
9228437,What was the last bill amount?,Payments,Verify Payment,"The last bill amount was $192.88, which was paid on November 3rd."
9228437,Is the next bill due in December?,Payments,Verify Payment,"Yes, the next bill is due on December 11th."
9228437,Can you offer me new services?,Payments,Verify Payment,"No, I'm not interested in new services at this time."
9228437,Can you tell me if my bill has been paid?,Payments,Verify Payment,"Yes, your bill has been paid. The payment was made on November 3rd for $192.88. The next due date is December 11th and the remaining balance is $87.92."
9229446,Can you assist me with anything else?,Account Management,Update Account Information,"Yes, I can assist you with any other questions or concerns you may have."
9229446,Is the billing zip code 72830?,Account Management,Update Account Information,"Yes, the billing zip code is 72830."
9229446,What is the last four digits of my card?,Account Management,Update Account Information,The last four digits of your card are [redacted].
9229446,Can I get a confirmation number?,Account Management,Update Account Information,"Yes, your confirmation number is 14658501649."
9229446,Can you change my telephone number?,Account Management,Update Account Information,"Yes, I can help you change your telephone number."
9229446,Can I make a payment?,Account Management,Update Account Information,"Yes, you can make a payment."
9229446,Is there a convenience fee for using this payment method?,Account Management,Update Account Information,"Yes, there is a convenience fee of $3.50."
9229589,How can I apply for my ECP benefits?,Account Management,Affordable Connectivity Program,I can assist you with that. Can you please provide your account number?
9229589,Is that all I need to do?,Account Management,Affordable Connectivity Program,"Yes, once you submit the form, we will process your request."
9229589,"I sent the form to you, but it wouldn't let me apply. What should I do?",Account Management,Affordable Connectivity Program,Let me guide you through the process. Please open a new browser and go to toddbrycepete.com/acp.
9229589,How do I fill out the form?,Account Management,Affordable Connectivity Program,"Once you enter all your information, you can submit the form."
9229589,What is the email address associated with the account?,Account Management,Affordable Connectivity Program,The email address is br80ok@gmail.com.
9234022,Can I pay my bill on the third of every month?,Payments,Payment Arrangement,"Yes, you can pay your bill on the third of every month. You don't even have to call in to make that arrangement."
